date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2010-01-26,84836,1056,525,21,1523
2010-02-02,84836,937,1067,21,1523
2010-02-09,84836,844,1067,21,1523
2010-02-16,84836,1040,542,21,1523
2010-02-23,84836,1229,735,21,1523
2010-03-02,84836,1058,735,21,1523
2010-03-09,84836,884,735,21,1523
2010-03-16,84836,1099,657,21,1523
2010-03-23,84836,911,657,21,1523
2010-03-30,84836,689,1201,21,1523
2010-04-06,84836,1238,544,21,1523
2010-04-13,84836,976,1064,21,1523
2010-04-20,84836,1405,520,21,1523
2010-04-27,84836,1283,520,21,1523
2010-05-04,84836,1689,0,21,1523
2010-05-11,84836,942,861,21,1523
2010-05-18,84836,839,861,21,1523
2010-05-25,84836,618,1380,21,1523
2010-06-01,84836,1262,519,21,1523
2010-06-08,84836,1046,519,21,1523
2010-06-15,84836,1406,535,21,1523
2010-06-22,84836,1308,535,21,1523
2010-06-29,84836,1141,535,21,1523
2010-07-06,84836,1483,543,21,1523
2010-07-13,84836,1414,543,21,1523
2010-07-20,84836,1270,543,21,1523
2010-07-27,84836,1644,0,21,1523
2010-08-03,84836,1507,521,21,1523
2010-08-10,84836,765,1275,21,1523
2010-08-17,84836,546,1275,21,1523
2010-08-24,84836,516,1524,21,1523
2010-08-31,84836,910,770,21,1523
2010-09-07,84836,762,770,21,1523
2010-09-14,84836,1347,532,21,1523
2010-09-21,84836,1150,532,21,1523
2010-09-28,84836,483,1421,21,1523
2010-10-05,84836,784,889,21,1523
2010-10-12,84836,330,1558,21,1523
2010-10-19,84836,924,669,21,1523
2010-10-26,84836,463,1213,21,1523
2010-11-02,84836,967,1073,21,1523
2010-11-09,84836,789,1073,21,1523
2010-11-16,84836,807,1176,21,1523
2010-11-23,84836,932,647,21,1523
2010-11-30,84836,649,1216,21,1523
2010-12-07,84836,1109,569,21,1523
2010-12-14,84836,1040,569,21,1523
2010-12-21,84836,1335,569,21,1523
2010-12-28,84836,1335,569,21,1523
2011-01-04,84836,1333,569,21,1523
2011-01-11,84836,1807,0,21,1523
2011-01-18,84836,1703,0,21,1523
2011-01-25,84836,1666,0,21,1523
2011-02-01,84836,1562,0,21,1523
2011-02-08,84836,1462,578,21,1523
2011-02-15,84836,1358,578,21,1523
2011-02-22,84836,1187,578,21,1523
2011-03-01,84836,1711,0,21,1523
2011-03-08,84836,1667,0,21,1523
2011-03-15,84836,1551,0,21,1523
2011-03-22,84836,1503,535,21,1523
2011-03-29,84836,1455,535,21,1523
2011-04-05,84836,1420,535,21,1523
2011-04-12,84836,1791,0,21,1523
2011-04-19,84836,1732,0,21,1523
2011-04-26,84836,1679,0,21,1523
2011-05-03,84836,1642,0,21,1523
2011-05-10,84836,1448,580,21,1523
2011-05-17,84836,1382,580,21,1523
2011-05-24,84836,1259,580,21,1523
2011-05-31,84836,1811,0,21,1523
2011-06-07,84836,1726,0,21,1523
2011-06-14,84836,1700,0,21,1523
2011-06-21,84836,1520,520,21,1523
2011-06-28,84836,1471,520,21,1523
2011-07-05,84836,1419,520,21,1523
2011-07-12,84836,1839,0,21,1523
2011-07-19,84836,1661,0,21,1523
2011-07-26,84836,1597,0,21,1523
2011-08-02,84836,1497,543,21,1523
2011-08-09,84836,1390,543,21,1523
2011-08-16,84836,1124,543,21,1523
2011-08-23,84836,1620,0,21,1523
2011-08-30,84836,1554,0,21,1523
2011-09-06,84836,1386,545,21,1523
2011-09-13,84836,1250,545,21,1523
2011-09-20,84836,1150,545,21,1523
2011-09-27,84836,1616,0,21,1523
2011-10-04,84836,1463,577,21,1523
2011-10-11,84836,1122,577,21,1523
2011-10-18,84836,965,577,21,1523
2011-10-25,84836,1425,524,21,1523
2011-11-01,84836,1148,524,21,1523
2011-11-08,84836,892,1083,21,1523
2011-11-15,84836,1259,559,21,1523
2011-11-22,84836,1046,559,21,1523
2011-11-29,84836,1542,0,21,1523
2011-12-06,84836,1471,530,21,1523
2009-12-01,84879,3370,3593,18,4818
2009-12-08,84879,2297,3593,18,4818
2009-12-15,84879,502,6084,18,4818
2009-12-22,84879,3625,2491,18,4818
2009-12-29,84879,3593,2491,18,4818
2010-01-05,84879,6076,0,18,4818
2010-01-12,84879,5812,0,18,4818
2010-01-19,84879,5466,0,18,4818
2010-01-26,84879,4712,2177,18,4818
2010-02-02,84879,4435,2177,18,4818
2010-02-09,84879,4221,2177,18,4818
2010-02-16,84879,5818,0,18,4818
2010-02-23,84879,5387,0,18,4818
2010-03-02,84879,4883,0,18,4818
2010-03-09,84879,4133,2352,18,4818
2010-03-16,84879,3142,2352,18,4818
2010-03-23,84879,4962,0,18,4818
2010-03-30,84879,4240,2249,18,4818
2010-04-06,84879,4031,2249,18,4818
2010-04-13,84879,5296,0,18,4818
2010-04-20,84879,4627,2176,18,4818
2010-04-27,84879,3973,2176,18,4818
2010-05-04,84879,3476,2176,18,4818
2010-05-11,84879,5206,0,18,4818
2010-05-18,84879,4363,2171,18,4818
2010-05-25,84879,3950,2171,18,4818
2010-06-01,84879,5666,0,18,4818
2010-06-08,84879,5326,0,18,4818
2010-06-15,84879,4878,0,18,4818
2010-06-22,84879,4561,2165,18,4818
2010-06-29,84879,3961,2165,18,4818
2010-07-06,84879,5346,0,18,4818
2010-07-13,84879,4880,0,18,4818
2010-07-20,84879,4248,2179,18,4818
2010-07-27,84879,3221,2179,18,4818
2010-08-03,84879,4955,0,18,4818
2010-08-10,84879,4403,2360,18,4818
2010-08-17,84879,3453,2360,18,4818
2010-08-24,84879,4709,2254,18,4818
2010-08-31,84879,4341,2254,18,4818
2010-09-07,84879,3401,2254,18,4818
2010-09-14,84879,5181,0,18,4818
2010-09-21,84879,3658,2241,18,4818
2010-09-28,84879,2698,2241,18,4818
2010-10-05,84879,3886,2392,18,4818
2010-10-12,84879,2527,2392,18,4818
2010-10-19,84879,3616,2429,18,4818
2010-10-26,84879,1691,4883,18,4818
2010-11-02,84879,3022,2454,18,4818
2010-11-09,84879,4601,2183,18,4818
2010-11-16,84879,0,6671,18,4818
2010-11-23,84879,0,6671,18,4818
2010-11-30,84879,6243,0,18,4818
2010-12-07,84879,4938,0,18,4818
2010-12-14,84879,4248,2228,18,4818
2010-12-21,84879,3896,2228,18,4818
2010-12-28,84879,6108,0,18,4818
2011-01-04,84879,6036,0,18,4818
2011-01-11,84879,5292,0,18,4818
2011-01-18,84879,5153,0,18,4818
2011-01-25,84879,4823,0,18,4818
2011-02-01,84879,4057,2156,18,4818
2011-02-08,84879,3774,2156,18,4818
2011-02-15,84879,5466,0,18,4818
2011-02-22,84879,5118,0,18,4818
2011-03-01,84879,4826,0,18,4818
2011-03-08,84879,4377,2191,18,4818
2011-03-15,84879,3380,2191,18,4818
2011-03-22,84879,5031,0,18,4818
2011-03-29,84879,4727,2212,18,4818
2011-04-05,84879,3867,2212,18,4818
2011-04-12,84879,3284,2212,18,4818
2011-04-19,84879,4598,2365,18,4818
2011-04-26,84879,4183,2365,18,4818
2011-05-03,84879,3978,2365,18,4818
2011-05-10,84879,5569,0,18,4818
2011-05-17,84879,4368,2202,18,4818
2011-05-24,84879,3789,2202,18,4818
2011-05-31,84879,5538,0,18,4818
2011-06-07,84879,5150,0,18,4818
2011-06-14,84879,4898,0,18,4818
2011-06-21,84879,4414,2170,18,4818
2011-06-28,84879,4134,2170,18,4818
2011-07-05,84879,6004,0,18,4818
2011-07-12,84879,5541,0,18,4818
2011-07-19,84879,5080,0,18,4818
2011-07-26,84879,4657,2186,18,4818
2011-08-02,84879,4195,2186,18,4818
2011-08-09,84879,331,6209,18,4818
2011-08-16,84879,1246,4023,18,4818
2011-08-23,84879,4591,2324,18,4818
2011-08-30,84879,3987,2324,18,4818
2011-09-06,84879,3643,2324,18,4818
2011-09-13,84879,5271,0,18,4818
2011-09-20,84879,4539,2208,18,4818
2011-09-27,84879,3687,2208,18,4818
2011-10-04,84879,5267,0,18,4818
2011-10-11,84879,4718,2169,18,4818
2011-10-18,84879,3974,2169,18,4818
2011-10-25,84879,3385,2169,18,4818
2011-11-01,84879,4570,2393,18,4818
2011-11-08,84879,3936,2393,18,4818
2011-11-15,84879,1866,4539,18,4818
2011-11-22,84879,3048,2146,18,4818
2011-11-29,84879,4296,2204,18,4818
2011-12-06,84879,3153,2204,18,4818
2009-12-01,84946,2138,1375,18,2229
2009-12-08,84946,1385,1375,18,2229
2009-12-15,84946,414,2704,18,2229
2009-12-22,84946,1376,1329,18,2229
2009-12-29,84946,2704,0,18,2229
2010-01-05,84946,2698,0,18,2229
2010-01-12,84946,2524,0,18,2229
2010-01-19,84946,2456,0,18,2229
2010-01-26,84946,2321,0,18,2229
2010-02-02,84946,2032,1289,18,2229
2010-02-09,84946,1810,1289,18,2229
2010-02-16,84946,3027,0,18,2229
2010-02-23,84946,2910,0,18,2229
2010-03-02,84946,2673,0,18,2229
2010-03-09,84946,2443,0,18,2229
2010-03-16,84946,2396,0,18,2229
2010-03-23,84946,2231,0,18,2229
2010-03-30,84946,1986,1464,18,2229
2010-04-06,84946,1743,1464,18,2229
2010-04-13,84946,2975,0,18,2229
2010-04-20,84946,2548,0,18,2229
2010-04-27,84946,2414,0,18,2229
2010-05-04,84946,2278,0,18,2229
2010-05-11,84946,1924,1307,18,2229
2010-05-18,84946,1336,1307,18,2229
2010-05-25,84946,2481,0,18,2229
2010-06-01,84946,2244,0,18,2229
2010-06-08,84946,2104,1306,18,2229
2010-06-15,84946,1841,1306,18,2229
2010-06-22,84946,2959,0,18,2229
2010-06-29,84946,2806,0,18,2229
2010-07-06,84946,2688,0,18,2229
2010-07-13,84946,2441,0,18,2229
2010-07-20,84946,2086,1285,18,2229
2010-07-27,84946,1664,1285,18,2229
2010-08-03,84946,1518,1285,18,2229
2010-08-10,84946,2509,0,18,2229
2010-08-17,84946,1924,1310,18,2229
2010-08-24,84946,1811,1310,18,2229
2010-08-31,84946,2894,0,18,2229
2010-09-07,84946,2495,0,18,2229
2010-09-14,84946,2043,1293,18,2229
2010-09-21,84946,1805,1293,18,2229
2010-09-28,84946,1291,1293,18,2229
2010-10-05,84946,2078,1435,18,2229
2010-10-12,84946,1716,1435,18,2229
2010-10-19,84946,1460,1435,18,2229
2010-10-26,84946,2400,0,18,2229
2010-11-02,84946,2002,1299,18,2229
2010-11-09,84946,1361,1299,18,2229
2010-11-16,84946,1131,1740,18,2229
2010-11-23,84946,452,3061,18,2229
2010-11-30,84946,1602,1321,18,2229
2010-12-07,84946,626,2755,18,2229
2010-12-14,84946,1368,1434,18,2229
2010-12-21,84946,889,1434,18,2229
2010-12-28,84946,2305,0,18,2229
2011-01-04,84946,2227,1286,18,2229
2011-01-11,84946,1885,1286,18,2229
2011-01-18,84946,1765,1286,18,2229
2011-01-25,84946,2834,0,18,2229
2011-02-01,84946,2692,0,18,2229
2011-02-08,84946,2377,0,18,2229
2011-02-15,84946,2167,1292,18,2229
2011-02-22,84946,1967,1292,18,2229
2011-03-01,84946,3039,0,18,2229
2011-03-08,84946,2816,0,18,2229
2011-03-15,84946,2753,0,18,2229
2011-03-22,84946,2254,0,18,2229
2011-03-29,84946,2005,1355,18,2229
2011-04-05,84946,1785,1355,18,2229
2011-04-12,84946,2951,0,18,2229
2011-04-19,84946,2581,0,18,2229
2011-04-26,84946,2505,0,18,2229
2011-05-03,84946,2324,0,18,2229
2011-05-10,84946,1964,1354,18,2229
2011-05-17,84946,1722,1354,18,2229
2011-05-24,84946,2576,0,18,2229
2011-05-31,84946,2000,1417,18,2229
2011-06-07,84946,1477,1417,18,2229
2011-06-14,84946,2420,0,18,2229
2011-06-21,84946,2311,0,18,2229
2011-06-28,84946,2002,1289,18,2229
2011-07-05,84946,1726,1289,18,2229
2011-07-12,84946,2640,0,18,2229
2011-07-19,84946,2492,0,18,2229
2011-07-26,84946,2021,1346,18,2229
2011-08-02,84946,1812,1346,18,2229
2011-08-09,84946,2559,0,18,2229
2011-08-16,84946,2504,0,18,2229
2011-08-23,84946,1916,1465,18,2229
2011-08-30,84946,1681,1465,18,2229
2011-09-06,84946,2897,0,18,2229
2011-09-13,84946,2694,0,18,2229
2011-09-20,84946,2389,0,18,2229
2011-09-27,84946,2034,1419,18,2229
2011-10-04,84946,1586,1419,18,2229
2011-10-11,84946,1019,1419,18,2229
2011-10-18,84946,2205,1308,18,2229
2011-10-25,84946,1793,1308,18,2229
2011-11-01,84946,1236,1308,18,2229
2011-11-08,84946,1733,1320,18,2229
2011-11-15,84946,663,2803,18,2229
2011-11-22,84946,1312,1483,18,2229
2011-11-29,84946,785,1483,18,2229
2011-12-06,84946,1616,1339,18,2229
2009-12-01,84970S,893,537,18,968
2009-12-08,84970S,643,537,18,968
2009-12-15,84970S,296,1015,18,968
2009-12-22,84970S,537,478,18,968
2009-12-29,84970S,1015,0,18,968
2010-01-05,84970S,991,0,18,968
2010-01-12,84970S,845,463,18,968
2010-01-19,84970S,719,463,18,968
2010-01-26,84970S,474,696,18,968
2010-02-02,84970S,215,1167,18,968
2010-02-09,84970S,671,471,18,968
2010-02-16,84970S,328,943,18,968
2010-02-23,84970S,502,472,18,968
2010-03-02,84970S,56,1120,18,968
2010-03-09,84970S,325,648,18,968
2010-03-16,84970S,849,491,18,968
2010-03-23,84970S,696,491,18,968
2010-03-30,84970S,473,635,18,968
2010-04-06,84970S,121,1149,18,968
2010-04-13,84970S,611,514,18,968
2010-04-20,84970S,665,489,18,968
2010-04-27,84970S,425,977,18,968
2010-05-04,84970S,40,977,18,968
2010-05-11,84970S,0,1296,18,968
2010-05-18,84970S,413,808,18,968
2010-05-25,84970S,869,561,18,968
2010-06-01,84970S,513,561,18,968
2010-06-08,84970S,158,1105,18,968
2010-06-15,84970S,399,1031,18,968
2010-06-22,84970S,646,487,18,968
2010-06-29,84970S,231,1139,18,968
2010-07-06,84970S,279,1125,18,968
2010-07-13,84970S,199,1125,18,968
2010-07-20,84970S,641,473,18,968
2010-07-27,84970S,632,468,18,968
2010-08-03,84970S,331,948,18,968
2010-08-10,84970S,0,1430,18,968
2010-08-17,84970S,669,482,18,968
2010-08-24,84970S,939,491,18,968
2010-08-31,84970S,702,491,18,968
2010-09-07,84970S,0,1091,18,968
2010-09-14,84970S,179,1211,18,968
2010-09-21,84970S,528,611,18,968
2010-09-28,84970S,178,1178,18,968
2010-10-05,84970S,600,567,18,968
2010-10-12,84970S,973,0,18,968
2010-10-19,84970S,761,483,18,968
2010-10-26,84970S,388,947,18,968
2010-11-02,84970S,684,464,18,968
2010-11-09,84970S,746,609,18,968
2010-11-16,84970S,323,1083,18,968
2010-11-23,84970S,396,1034,18,968
2010-11-30,84970S,12,1034,18,968
2010-12-07,84970S,341,1031,18,968
2010-12-14,84970S,769,471,18,968
2010-12-21,84970S,587,471,18,968
2010-12-28,84970S,1058,0,18,968
2011-01-04,84970S,1034,0,18,968
2011-01-11,84970S,905,471,18,968
2011-01-18,84970S,805,471,18,968
2011-01-25,84970S,929,472,18,968
2011-02-01,84970S,744,472,18,968
2011-02-08,84970S,653,472,18,968
2011-02-15,84970S,1038,0,18,968
2011-02-22,84970S,907,476,18,968
2011-03-01,84970S,746,476,18,968
2011-03-08,84970S,977,0,18,968
2011-03-15,84970S,605,561,18,968
2011-03-22,84970S,327,1043,18,968
2011-03-29,84970S,659,482,18,968
2011-04-05,84970S,564,482,18,968
2011-04-12,84970S,832,480,18,968
2011-04-19,84970S,384,970,18,968
2011-04-26,84970S,452,978,18,968
2011-05-03,84970S,352,978,18,968
2011-05-10,84970S,608,488,18,968
2011-05-17,84970S,734,569,18,968
2011-05-24,84970S,433,569,18,968
2011-05-31,84970S,774,512,18,968
2011-06-07,84970S,554,512,18,968
2011-06-14,84970S,819,464,18,968
2011-06-21,84970S,743,464,18,968
2011-06-28,84970S,847,583,18,968
2011-07-05,84970S,803,583,18,968
2011-07-12,84970S,736,583,18,968
2011-07-19,84970S,1236,0,18,968
2011-07-26,84970S,976,0,18,968
2011-08-02,84970S,837,506,18,968
2011-08-09,84970S,751,506,18,968
2011-08-16,84970S,1224,0,18,968
2011-08-23,84970S,1124,0,18,968
2011-08-30,84970S,1055,0,18,968
2011-09-06,84970S,904,484,18,968
2011-09-13,84970S,820,484,18,968
2011-09-20,84970S,1238,0,18,968
2011-09-27,84970S,949,481,18,968
2011-10-04,84970S,904,481,18,968
2011-10-11,84970S,804,481,18,968
2011-10-18,84970S,1014,0,18,968
2011-10-25,84970S,989,0,18,968
2011-11-01,84970S,873,504,18,968
2011-11-08,84970S,812,504,18,968
2011-11-15,84970S,728,504,18,968
2011-11-22,84970S,1199,0,18,968
2011-11-29,84970S,947,483,18,968
2011-12-06,84970S,594,483,18,968
2009-12-01,84978,465,233,18,551
2009-12-08,84978,225,470,18,551
2009-12-15,84978,130,470,18,551
2009-12-22,84978,233,398,18,551
2009-12-29,84978,470,161,18,551
2010-01-05,84978,631,0,18,551
2010-01-12,84978,251,325,18,551
2010-01-19,84978,92,485,18,551
2010-01-26,84978,307,334,18,551
2010-02-02,84978,363,333,18,551
2010-02-09,84978,229,333,18,551
2010-02-16,84978,220,478,18,551
2010-02-23,84978,231,467,18,551
2010-03-02,84978,229,469,18,551
2010-03-09,84978,168,530,18,551
2010-03-16,84978,198,382,18,551
2010-03-23,84978,185,402,18,551
2010-03-30,84978,85,613,18,551
2010-04-06,84978,190,422,18,551
2010-04-13,84978,0,638,18,551
2010-04-20,84978,329,369,18,551
2010-04-27,84978,358,308,18,551
2010-05-04,84978,230,468,18,551
2010-05-11,84978,14,684,18,551
2010-05-18,84978,109,529,18,551
2010-05-25,84978,160,517,18,551
2010-06-01,84978,240,318,18,551
2010-06-08,84978,148,442,18,551
2010-06-15,84978,63,635,18,551
2010-06-22,84978,237,349,18,551
2010-06-29,84978,187,368,18,551
2010-07-06,84978,131,567,18,551
2010-07-13,84978,175,388,18,551
2010-07-20,84978,264,401,18,551
2010-07-27,84978,263,393,18,551
2010-08-03,84978,309,312,18,551
2010-08-10,84978,202,469,18,551
2010-08-17,84978,452,157,18,551
2010-08-24,84978,140,479,18,551
2010-08-31,84978,97,479,18,551
2010-09-07,84978,423,206,18,551
2010-09-14,84978,283,358,18,551
2010-09-21,84978,361,300,18,551
2010-09-28,84978,378,296,18,551
2010-10-05,84978,329,302,18,551
2010-10-12,84978,208,462,18,551
2010-10-19,84978,184,487,18,551
2010-10-26,84978,108,501,18,551
2010-11-02,84978,134,505,18,551
2010-11-09,84978,137,491,18,551
2010-11-16,84978,7,691,18,551
2010-11-23,84978,209,368,18,551
2010-11-30,84978,191,453,18,551
2010-12-07,84978,321,247,18,551
2010-12-14,84978,455,184,18,551
2010-12-21,84978,353,345,18,551
2010-12-28,84978,537,161,18,551
2011-01-04,84978,686,0,18,551
2011-01-11,84978,410,204,18,551
2011-01-18,84978,311,387,18,551
2011-01-25,84978,35,548,18,551
2011-02-01,84978,3,659,18,551
2011-02-08,84978,215,483,18,551
2011-02-15,84978,283,333,18,551
2011-02-22,84978,0,698,18,551
2011-03-01,84978,0,698,18,551
2011-03-08,84978,0,698,18,551
2011-03-15,84978,223,475,18,551
2011-03-22,84978,56,530,18,551
2011-03-29,84978,0,698,18,551
2011-04-05,84978,219,479,18,551
2011-04-12,84978,198,464,18,551
2011-04-19,84978,40,543,18,551
2011-04-26,84978,67,538,18,551
2011-05-03,84978,192,463,18,551
2011-05-10,84978,0,698,18,551
2011-05-17,84978,219,386,18,551
2011-05-24,84978,51,575,18,551
2011-05-31,84978,26,537,18,551
2011-06-07,84978,0,698,18,551
2011-06-14,84978,184,514,18,551
2011-06-21,84978,113,585,18,551
2011-06-28,84978,175,398,18,551
2011-07-05,84978,37,518,18,551
2011-07-12,84978,119,465,18,551
2011-07-19,84978,217,481,18,551
2011-07-26,84978,264,312,18,551
2011-08-02,84978,252,326,18,551
2011-08-09,84978,235,320,18,551
2011-08-16,84978,91,583,18,551
2011-08-23,84978,46,637,18,551
2011-08-30,84978,197,372,18,551
2011-09-06,84978,149,537,18,551
2011-09-13,84978,193,505,18,551
2011-09-20,84978,230,341,18,551
2011-09-27,84978,287,333,18,551
2011-10-04,84978,243,341,18,551
2011-10-11,84978,277,343,18,551
2011-10-18,84978,313,327,18,551
2011-10-25,84978,371,312,18,551
2011-11-01,84978,421,148,18,551
2011-11-08,84978,314,347,18,551
2011-11-15,84978,0,698,18,551
2011-11-22,84978,129,545,18,551
2011-11-29,84978,243,370,18,551
2011-12-06,84978,269,353,18,551
2009-12-01,84991,1649,1084,18,1703
2009-12-08,84991,1082,1084,18,1703
2009-12-15,84991,529,2141,18,1703
2009-12-22,84991,1084,1057,18,1703
2009-12-29,84991,1084,1057,18,1703
2010-01-05,84991,1949,0,18,1703
2010-01-12,84991,1123,1360,18,1703
2010-01-19,84991,507,1360,18,1703
2010-01-26,84991,923,1373,18,1703
2010-02-02,84991,529,1373,18,1703
2010-02-09,84991,1284,1302,18,1703
2010-02-16,84991,707,1302,18,1703
2010-02-23,84991,35,2398,18,1703
2010-03-02,84991,693,1096,18,1703
2010-03-09,84991,990,1329,18,1703
2010-03-16,84991,547,1329,18,1703
2010-03-23,84991,1169,1146,18,1703
2010-03-30,84991,636,1146,18,1703
2010-04-06,84991,1153,1032,18,1703
2010-04-13,84991,397,2336,18,1703
2010-04-20,84991,770,1304,18,1703
2010-04-27,84991,42,2357,18,1703
2010-05-04,84991,1215,1053,18,1703
2010-05-11,84991,1481,1252,18,1703
2010-05-18,84991,734,1252,18,1703
2010-05-25,84991,0,2301,18,1703
2010-06-01,84991,1248,1049,18,1703
2010-06-08,84991,1872,0,18,1703
2010-06-15,84991,790,1105,18,1703
2010-06-22,84991,420,2136,18,1703
2010-06-29,84991,387,2346,18,1703
2010-07-06,84991,937,1315,18,1703
2010-07-13,84991,408,1315,18,1703
2010-07-20,84991,1157,1154,18,1703
2010-07-27,84991,731,1154,18,1703
2010-08-03,84991,1435,1040,18,1703
2010-08-10,84991,1040,1040,18,1703
2010-08-17,84991,268,2297,18,1703
2010-08-24,84991,0,2297,18,1703
2010-08-31,84991,979,1230,18,1703
2010-09-07,84991,1532,1125,18,1703
2010-09-14,84991,637,1125,18,1703
2010-09-21,84991,0,2484,18,1703
2010-09-28,84991,698,1359,18,1703
2010-10-05,84991,1413,1127,18,1703
2010-10-12,84991,200,2279,18,1703
2010-10-19,84991,0,2279,18,1703
2010-10-26,84991,1645,1088,18,1703
2010-11-02,84991,1036,1088,18,1703
2010-11-09,84991,619,1088,18,1703
2010-11-16,84991,801,1161,18,1703
2010-11-23,84991,554,1161,18,1703
2010-11-30,84991,1421,1035,18,1703
2010-12-07,84991,1050,1035,18,1703
2010-12-14,84991,1735,0,18,1703
2010-12-21,84991,919,1253,18,1703
2010-12-28,84991,871,1253,18,1703
2011-01-04,84991,2118,0,18,1703
2011-01-11,84991,1885,0,18,1703
2011-01-18,84991,1541,1072,18,1703
2011-01-25,84991,1299,1072,18,1703
2011-02-01,84991,975,1072,18,1703
2011-02-08,84991,1845,0,18,1703
2011-02-15,84991,1741,0,18,1703
2011-02-22,84991,1520,1173,18,1703
2011-03-01,84991,1340,1173,18,1703
2011-03-08,84991,2173,0,18,1703
2011-03-15,84991,1766,0,18,1703
2011-03-22,84991,1141,1351,18,1703
2011-03-29,84991,531,1351,18,1703
2011-04-05,84991,1545,1078,18,1703
2011-04-12,84991,1145,1078,18,1703
2011-04-19,84991,1898,0,18,1703
2011-04-26,84991,751,1904,18,1703
2011-05-03,84991,525,1904,18,1703
2011-05-10,84991,2085,0,18,1703
2011-05-17,84991,1587,1060,18,1703
2011-05-24,84991,1392,1060,18,1703
2011-05-31,84991,2165,0,18,1703
2011-06-07,84991,2025,0,18,1703
2011-06-14,84991,1932,0,18,1703
2011-06-21,84991,1595,1074,18,1703
2011-06-28,84991,1538,1074,18,1703
2011-07-05,84991,1897,0,18,1703
2011-07-12,84991,1774,0,18,1703
2011-07-19,84991,1644,1057,18,1703
2011-07-26,84991,1466,1057,18,1703
2011-08-02,84991,2133,0,18,1703
2011-08-09,84991,1695,1038,18,1703
2011-08-16,84991,1568,1038,18,1703
2011-08-23,84991,933,1038,18,1703
2011-08-30,84991,1855,0,18,1703
2011-09-06,84991,1422,1311,18,1703
2011-09-13,84991,155,2578,18,1703
2011-09-20,84991,0,2578,18,1703
2011-09-27,84991,1185,1267,18,1703
2011-10-04,84991,2277,0,18,1703
2011-10-11,84991,2107,0,18,1703
2011-10-18,84991,1659,1074,18,1703
2011-10-25,84991,1172,1074,18,1703
2011-11-01,84991,762,1074,18,1703
2011-11-08,84991,1574,1044,18,1703
2011-11-15,84991,1148,1044,18,1703
2011-11-22,84991,1668,1065,18,1703
2011-11-29,84991,1506,1065,18,1703
2011-12-06,84991,1372,1065,18,1703
2009-12-01,84997A,225,153,18,282
2009-12-08,84997A,192,153,18,282
2009-12-15,84997A,35,258,18,282
2009-12-22,84997A,153,213,18,282
2009-12-29,84997A,153,213,18,282
2010-01-05,84997A,243,108,18,282
2010-01-12,84997A,272,104,18,282
2010-01-19,84997A,271,104,18,282
2010-01-26,84997A,271,104,18,282
2010-02-02,84997A,375,0,18,282
2010-02-09,84997A,375,0,18,282
2010-02-16,84997A,375,0,18,282
2010-02-23,84997A,375,0,18,282
2010-03-02,84997A,374,0,18,282
2010-03-09,84997A,374,0,18,282
2010-03-16,84997A,374,0,18,282
2010-03-23,84997A,374,0,18,282
2010-03-30,84997A,374,0,18,282
2010-04-06,84997A,374,0,18,282
2010-04-13,84997A,251,125,18,282
2010-04-20,84997A,215,125,18,282
2010-04-27,84997A,0,325,18,282
2010-05-04,84997A,105,200,18,282
2010-05-11,84997A,193,178,18,282
2010-05-18,84997A,90,275,18,282
2010-05-25,84997A,200,97,18,282
2010-06-01,84997A,160,205,18,282
2010-06-08,84997A,216,108,18,282
2010-06-15,84997A,285,0,18,282
2010-06-22,84997A,247,101,18,282
2010-06-29,84997A,208,101,18,282
2010-07-06,84997A,264,114,18,282
2010-07-13,84997A,169,114,18,282
2010-07-20,84997A,158,211,18,282
2010-07-27,84997A,245,97,18,282
2010-08-03,84997A,254,120,18,282
2010-08-10,84997A,235,120,18,282
2010-08-17,84997A,315,0,18,282
2010-08-24,84997A,250,99,18,282
2010-08-31,84997A,217,99,18,282
2010-09-07,84997A,282,0,18,282
2010-09-14,84997A,231,126,18,282
2010-09-21,84997A,118,225,18,282
2010-09-28,84997A,218,99,18,282
2010-10-05,84997A,1,366,18,282
2010-10-12,84997A,0,366,18,282
2010-10-19,84997A,133,211,18,282
2010-10-26,84997A,300,0,18,282
2010-11-02,84997A,246,110,18,282
2010-11-09,84997A,200,110,18,282
2010-11-16,84997A,252,113,18,282
2010-11-23,84997A,205,113,18,282
2010-11-30,84997A,90,286,18,282
2010-12-07,84997A,140,173,18,282
2010-12-14,84997A,103,275,18,282
2010-12-21,84997A,169,209,18,282
2010-12-28,84997A,169,209,18,282
2011-01-04,84997A,269,107,18,282
2011-01-11,84997A,0,378,18,282
2011-01-18,84997A,0,378,18,282
2011-01-25,84997A,221,154,18,282
2011-02-01,84997A,361,0,18,282
2011-02-08,84997A,353,0,18,282
2011-02-15,84997A,302,0,18,282
2011-02-22,84997A,129,163,18,282
2011-03-01,84997A,102,271,18,282
2011-03-08,84997A,243,108,18,282
2011-03-15,84997A,337,0,18,282
2011-03-22,84997A,322,0,18,282
2011-03-29,84997A,299,0,18,282
2011-04-05,84997A,260,98,18,282
2011-04-12,84997A,218,98,18,282
2011-04-19,84997A,213,136,18,282
2011-04-26,84997A,168,136,18,282
2011-05-03,84997A,301,0,18,282
2011-05-10,84997A,260,118,18,282
2011-05-17,84997A,234,118,18,282
2011-05-24,84997A,211,118,18,282
2011-05-31,84997A,318,0,18,282
2011-06-07,84997A,231,136,18,282
2011-06-14,84997A,199,136,18,282
